"codigo";"instituicao";"municipio";"uf"
"003514";"FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES (FACE - ALFOR)";"Além Paraíba";"MG"
"001108";"FACULDADE DE CIÊNCIAS GERENCIAIS - COTIA (FCG - COTIA)";"Cotia";"SP"
"002427";"FACULDADE DE CIÊNCIAS GERENCIAIS DA BAHIA (UNICENID)";"Salvador";"BA"
"004220";"FACULDADE DE CIÊNCIAS GERENCIAIS DE BICAS (FCGB)";"Bicas";"MG"
"001984";"FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU (FACIG)";"Manhuaçu";"MG"
"001867";"FACULDADE DE CIÊNCIAS GERENCIAIS DE SANTOS DUMONT (FACIG)";"Santos Dumont";"MG"
"002763";"FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO (CESG)";"São Gotardo";"MG"
"004821";"FACULDADE DE CIÊNCIAS GERENCIAIS E EMPREENDEDORISMO - FACIGE (FACIGE)";"Montes Claros";"MG"
"001860";"FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN (FAJANSSEN)";"Belo Horizonte";"MG"
"001144";"FACULDADE DE CIÊNCIAS HUMANAS (IMENSU)";"Mairiporã";"SP"
"001628";"FACULDADE DE CIÊNCIAS HUMANAS DE AGUAÍ (FACHA)";"Aguaí";"SP"
"004724";"FACULDADE DE CIÊNCIAS HUMANAS DE CRUZEIRO (FACIC)";"Cruzeiro";"SP"
"000728";"FACULDADE DE CIÊNCIAS HUMANAS DE CURVELO (FACIC)";"Curvelo";"MG"
"000837";"FACULDADE DE CIÊNCIAS HUMANAS DE FORTALEZA (FCHFOR)";"Fortaleza";"CE"
"000544";"FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA (FACHI)";"Itabira";"MG"
"000144";"FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA (FACHO)";"Olinda";"PE"
"000760";"FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO (FCHPE)";"Recife";"PE"
"000753";"FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL (FACHUSC)";"Salgueiro";"PE"
"001016";"FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO PIRANGA (FAVAP)";"Ponte Nova";"MG"
"000831";"FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE (FCHVRG)";"Olímpia";"SP"
"002973";"FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE";"Primavera do Leste";"MT"
"016728";"FACULDADE DE CIÊNCIAS HUMANAS, ECONÔMICAS E DA SAÚDE (FAHESA/ITPAC PALMAS)";"Palmas";"TO"
"003617";"FACULDADE DE CIÊNCIAS HUMANAS E EXATAS DO SERTÃO DO SÃO FRANCISCO (FACESF)";"Belém de São Francisco";"PE"
"001459";"FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS (FUCAMP)";"Monte Carmelo";"MG"
"000720";"FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO (FACHUCA)";"Cabo de Santo Agostinho";"PE"
"005664";"FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE ARARIPINA - FACISA (FACISA)";"Araripina";"PE"
"001136";"FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU (FACIG)";"Igarassu";"PE"
"015410";"Faculdade de Ciencias Humanas e Sociais de Serra Talhada (FACHUSST)";"Serra Talhada";"PE"
"012735";"FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DO XINGU E AMAZÔNIA (FACX)";"Altamira";"PA"
"018296";"Faculdade de Ciências Humanas e Sociais III (Faculdade AGES)";"Tucano";"BA"
"000410";"FACULDADE DE CIÊNCIAS HUMANAS ESUDA (FCHE)";"Recife";"PE"
"017565";"FACULDADE DE CIÊNCIAS HUMANAS,EXATAS E DA SAÚDE DO PIAUÍ (FAHESP)";"Parnaíba";"PI"
"022128";"Faculdade de Ciências Jurídicas de Campina Grande";"Campina Grande";"PB"
"022229";"Faculdade de Ciências Jurídicas de Itapeva";"Itapeva";"SP"
"002702";"FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS (FCJP)";"Paraíso do Tocantins";"TO"
"005243";"FACULDADE DE CIÊNCIAS JURÍDICAS DE SANTOS DUMONT (FCJSD)";"Santos Dumont";"MG"
"003954";"FACULDADE DE CIÊNCIAS JURÍDICAS E GERENCIAIS DE OLIVEIRA (FACIJUGO)";"Oliveira";"MG"
"002974";"FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE";"Primavera do Leste";"MT"
"001952";"FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA (FACULDADES CATHEDRAL)";"Barra do Garças";"MT"
"001637";"FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS DE MACEIÓ (FAMA)";"Maceió";"AL"
"001305";"FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP (FIS)";"Sinop";"MT"
"018471";"Faculdade de Ciências Médicas Aggeu Magalhães (FAMA)";"Serra Talhada";"PE"
"004899";"FACULDADE DE CIÊNCIAS MÉDICAS DA BAHIA (CIENCIAS MEDICAS)";"Santa Cruz Cabrália";"BA"
"002082";"FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA (FCM-PB)";"João Pessoa";"PB"
"000415";"FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO (FCMSCSP)";"São Paulo";"SP"
"000351";"FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS (FCMMG)";"Belo Horizonte";"MG"
"017887";"Faculdade de Ciências Médicas de São José dos Campos";"São José dos Campos";"SP"
"002843";"FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA (FCMS/JF)";"Juiz de Fora";"MG"
"000759";"FACULDADE DE CIÊNCIAS MÉDICAS E PARAMÉDICAS FLUMINENSE (SEFLU)";"Nilópolis";"RJ"
"001783";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS (FACISA - CELER)";"Xaxim";"SC"
"001572";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS (FACISA)";"Itamaraju";"BA"
"001731";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS";"Primavera do Leste";"MT"
"001767";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS";"Tangará da Serra";"MT"
"002233";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE BELO HORIZONTE (FACISABH)";"Belo Horizonte";"MG"
"002270";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA (FAEX)";"Extrema";"MG"
"005038";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MARABÁ (FACIMAB)";"Marabá";"PA"
"001314";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MINAS GERAIS (FACISAMG)";"Juatuba";"MG"
"002005";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP (FACISAS)";"Sinop";"MT"
"000508";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM (FACESM)";"Itajubá";"MG"
"000796";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO (EDUVALE)";"Jaciara";"MT"
"004126";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS E DE TECNOLOGIAS DE AGUA BOA (FACESA)";"Água Boa";"MT"
"005305";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS E HUMANAS DE GARANHUNS (FAHUG)";"Garanhuns";"PE"
"001925";"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS SANTO AGOSTINHO (FACISA)";"Montes Claros";"MG"
"001374";"FACULDADE DE CIÊNCIAS SOCIAIS DE GUARANTÃ DO NORTE (FCSGN)";"Guarantã do Norte";"MT"
"004356";"FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES (FACIP)";"Palmares";"PE"
"001281";"FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA (FAIT)";"Itapeva";"SP"
"002794";"FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO (FAIESP)";"Rondonópolis";"MT"
"000838";"FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA (FCTFOR)";"Fortaleza";"CE"
"001544";"FACULDADE DECISÃO (FADEC)";"Florianópolis";"SC"
"003878";"FACULDADE DECISION DE NEGÓCIOS";"Porto Alegre";"RS"
"001785";"FACULDADE DE COLIDER (FACIDER)";"Colíder";"MT"
"001835";"Faculdade de Colinas do Tocantins";"Colinas do Tocantins";"TO"
"003657";"FACULDADE DE COMPUTAÇÃO DE MONTES CLAROS (FACOMP)";"Montes Claros";"MG"
"000465";"FACULDADE DE COMPUTAÇÃO E INFORMÁTICA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO (FCI-FAAP)";"São Paulo";"SP"
"001476";"FACULDADE DE COMUNICAÇÃO E DESIGN ""OSWALDO CRUZ""";"São Paulo";"SP"
"000463";"Faculdade de Comunicação e Marketing da Fundação Armando Álvares Penteado (FACOM-FAAP)";"São Paulo";"SP"
"001328";"FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA (FACOTTUR)";"Olinda";"PE"
"002264";"FACULDADE DE COMUNICAÇÃO PITÁGORAS UNIDADE GUARAPARI (PIT GUARAPARI)";"Guarapari";"ES"
"004889";"FACULDADE DE CONCHAS";"Conchas";"SP"
"004605";"FACULDADE DE CORNÉLIO PROCÓPIO";"Cornélio Procópio";"PR"
"003981";"FACULDADE DE CURITIBA";"Curitiba";"PR"
"000321";"FACULDADE DE DESENHO DE TATUÍ (FDT)";"Tatuí";"SP"
"003568";"FACULDADE DE DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL (FADIRE)";"Santa Cruz do Capibaribe";"PE"
"002072";"FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL (IEVAL)";"Cruzeiro do Sul";"AC"
"001289";"FACULDADE DE DIREITO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO (FAD-FAAP)";"São Paulo";"SP"
"003523";"FACULDADE DE DIREITO DA FUNDAÇÃO ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO";"Porto Alegre";"RS"
"003815";"FACULDADE DE DIREITO DE ALTA FLORESTA";"Alta Floresta";"MT"
"004395";"FACULDADE DE DIREITO DE ARAGUAÍNA (ITPAC)";"Araguaína";"TO"
"000606";"FACULDADE DE DIREITO DE CACHOEIRO DO ITAPEMIRIM (FDCI)";"Cachoeiro de Itapemirim";"ES"
"000099";"FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE (FDCL)";"Conselheiro Lafaiete";"MG"
"013666";"FACULDADE DE DIREITO DE CONTAGEM (FDCON)";"Contagem";"MG"
"000059";"FACULDADE DE DIREITO DE FRANCA (FDF)";"Franca";"SP"
"005044";"FACULDADE DE DIREITO DE GARANHUNS (FDG)";"Garanhuns";"PE"
"015451";"Faculdade de Direito de Ipatinga (FADIPA)";"Ipatinga";"MG"
"002619";"FACULDADE DE DIREITO DE ITABIRA (FDI)";"Itabira";"MG"
"000440";"FACULDADE DE DIREITO DE ITÚ (FADITU)";"Itu";"SP"
"002297";"FACULDADE DE DIREITO DE SANTA MARIA (FADISMA)";"Santa Maria";"RS"
"000058";"FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO (FDSBC)";"São Bernardo do Campo";"SP"
"000276";"FACULDADE DE DIREITO DE SOROCABA (FADI)";"Sorocaba";"SP"
"001442";"FACULDADE DE DIREITO DE TANGARÁ DA SERRA";"Tangará da Serra";"MT"
"000141";"FACULDADE DE DIREITO DE VARGINHA - FADIVA (FADIVA)";"Varginha";"MG"
"002558";"FACULDADE DE DIREITO DE VILA VELHA";"Vila Velha";"ES"
"001142";"FACULDADE DE DIREITO DE VITÓRIA (FDV)";"Vitória";"ES"
"000171";"FACULDADE DE DIREITO DO SUL DE MINAS (FDSM)";"Pouso Alegre";"MG"
"000288";"FACULDADE DE DIREITO DO VALE DO RIO DOCE (FADIVALE)";"Governador Valadares";"MG"
"000809";"FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE (FADILESTE)";"Reduto";"MG"
"001523";"FACULDADE DE DIREITO FRANCISCO BELTRÃO (CESUL)";"Francisco Beltrão";"PR"
"000638";"FACULDADE DE DIREITO MILTON CAMPOS (FDMC)";"Nova Lima";"MG"
"001923";"FACULDADE DE DIREITO PADRE ARNALDO JANSSEN (FAJANSSEN)";"Belo Horizonte";"MG"
"002275";"FACULDADE DE DIREITO SANTO AGOSTINHO (FADISA)";"Montes Claros";"MG"
"002511";"FACULDADE DE DIREITO UNIDADE GUARAPARI (FADIG)";"Guarapari";"ES"
"017839";"FACULDADE DE DRACENA (FAD)";"Dracena";"SP"
"000994";"Faculdade de Duque de Caxias (FDC)";"Duque de Caxias";"RJ"
"000464";"FACULDADE DE ECONOMIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO (FEC-FAAP)";"São Paulo";"SP"
"000877";"FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU (FEPI)";"Foz do Iguaçu";"PR"
"001651";"FACULDADE DE EDUCAÇÃO (ISECUB)";"Vitória";"ES"
"004836";"FACULDADE DE EDUCAÇÃO ACRIANA EUCLIDES DA CUNHA (INEC)";"Rio Branco";"AC"
"000219";"FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL (FAECA DOM BOSCO)";"Monte Aprazível";"SP"
"001646";"FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO (FECIPAR)";"Paraíso do Tocantins";"TO"
"000491";"FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DON DOMÊNICO (FECLE)";"Guarujá";"SP"
"001315";"FACULDADE DE EDUCAÇÃO DA SERRA (FASE)";"Serra";"ES"
"000721";"FACULDADE DE EDUCAÇÃO DE ASSIS (FAEDA)";"Assis";"SP"
"003741";"FACULDADE DE EDUCAÇÃO DE BACABAL - FEBAC (FEBAC)";"Bacabal";"MA"
"001086";"FACULDADE DE EDUCAÇÃO DE COLORADO DO OESTE (FAEC)";"Colorado do Oeste";"RO"
"001249";"FACULDADE DE EDUCAÇÃO DE COSTA RICA (FECRA)";"Costa Rica";"MS"
"000493";"FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ (FACEG)";"Guaratinguetá";"SP"
"000700";"FACULDADE DE EDUCAÇÃO DE ITABORAÍ (FEITA)";"Itaboraí";"RJ"
"001699";"FACULDADE DE EDUCAÇÃO DE JARU (UNICENTRO)";"Jaru";"RO"
"018698";"FACULDADE DE EDUCAÇÃO DE MATÃO (FACEM)";"Matão";"SP"
"002054";"FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA (FENA)";"Nova Andradina";"MS"
"001515";"FACULDADE DE EDUCAÇÃO DE PORTO VELHO (UNIRON)";"Porto Velho";"RO"
"018719";"FACULDADE DE EDUCAÇÃO DE SANTA CATARINA (FAESC)";"Florianópolis";"SC"
"017674";"Faculdade de Educação de São Mateus";"São Mateus do Maranhão";"MA"
"000785";"FACULDADE DE EDUCAÇÃO DE TANGARÁ DA SERRA";"Tangará da Serra";"MT"
"001099";"FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE SÃO PAULO (FECG-SP)";"São Paulo";"SP"
"011748";"FACULDADE DE EDUCAÇÃO E CULTURA DE JI-PARANÁ (FAJIPA)";"Ji-Paraná";"RO"
"012758";"FACULDADE DE EDUCAÇÃO E CULTURA DE PORTO VELHO (FAEC-PVH)";"Porto Velho";"RO"
"011645";"FACULDADE DE EDUCAÇÃO E CULTURA DE VILHENA (FAEV)";"Vilhena";"RO"
"000986";"FACULDADE DE EDUCAÇÃO E CULTURA MONTESSORI (FAMEC)";"São Paulo";"SP"
"014157";"Faculdade de Educação e Estudos Sociais de Uberlândia (FEESU)";"Uberlândia";"MG"
"016602";"FACULDADE DE EDUCAÇÃO ELIÂ (FACEEL)";"Tailândia";"PA"
"017355";"Faculdade de Educação em Ciências da Saúde (FECS)";"São Paulo";"SP"
"004613";"FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE (FAEMA)";"Ariquemes";"RO"
"016898";"FACULDADE DE EDUCAÇÃO E TECNOLOGIA DA AMAZÔNIA (FAM)";"Abaetetuba";"PA"
"002895";"FACULDADE DE EDUCAÇÃO E TECNOLOGIA DA REGIÃO MISSIONEIRA (FETREMIS)";"São Paulo das Missões";"RS"
"018255";"FACULDADE DE EDUCAÇÃO E TECNOLOGIA DE ARARAQUARA (FETEC - ARARAQUARA)";"Araraquara";"SP"
"017899";"FACULDADE DE EDUCAÇÃO E TECNOLOGIA DE SÃO CARLOS (FETEC - São Carlos)";"São Carlos";"SP"
"016725";"Faculdade de Educacao e Tecnologia do Para (FAETE)";"Abaetetuba";"PA"
"001295";"FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA";"São Paulo";"SP"
"000368";"FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA (FEFISO)";"Sorocaba";"SP"
"004394";"FACULDADE DE EDUCAÇÃO FÍSICA DE ARAGUAÍNA (ITPAC)";"Araguaína";"TO"
"000131";"FACULDADE DE EDUCAÇÃO FÍSICA DE BARRA BONITA (FAEFI)";"Barra Bonita";"SP"
"001550";"FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU";"Foz do Iguaçu";"PR"
"017352";"Faculdade de Educação Memorial Adelaide Franco (FEMAF)";"Pedreiras";"MA"
"017608";"Faculdade de Educação Paulistana";"São Paulo";"SP"
"001764";"FACULDADE DE EDUCAÇÃO REGIONAL SERRANA (FUNPAC)";"Conceição do Castelo";"ES"
"002554";"FACULDADE DE EDUCAÇÃO SANTA TEREZINHA (FEST)";"Imperatriz";"MA"
"001546";"FACULDADE DE EDUCAÇÃO SÃO FRANCISCO (FAESF)";"Pedreiras";"MA"
"000517";"FACULDADE DE EDUCAÇÃO SÃO LUÍS (FESL)";"Jaboticabal";"SP"
"017886";"Faculdade de Educação Sul do Piauí";"São João do Piauí";"PI"
"018025";"FACULDADE DE EDUCAÇÃO SUPERIOR DE CHAPECÓ (FACESC)";"Chapecó";"SC"
"017025";"Faculdade de Educação Superior de Paragominas (FACESP)";"Paragominas";"PA"
"021583";"FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO (FAESPE)";"Petrolina";"PE"
"017715";"FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO (FACESP)";"Petrolina";"PE"
"017874";"Faculdade de Educação Superior de Tangará da Serra (FAEST)";"Tangará da Serra";"MT"
"000197";"FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ (FESPPR)";"Curitiba";"PR"
"019588";"Faculdade de Educação Tecnológica do Estado do Rio de Janeiro (FAETERJ CAXIAS)";"Duque de Caxias";"RJ"
"005053";"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO (FAETERJ PARACAMBI)";"Paracambi";"RJ"
"005016";"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ (FAETERJ R DE JANEIRO)";"Rio de Janeiro";"RJ"
"005017";"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ (FAETERJ PETRÓPOLIS)";"Petrópolis";"RJ"
"005020";"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ (FAETERJ S ANT. PÁDUA)";"Santo Antônio de Pádua";"RJ"
"005021";"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ (FAETERJ ITAPERUNA)";"Itaperuna";"RJ"
"005051";"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ (FAETERJ BJ ITABAPOAN)";"Bom Jesus do Itabapoana";"RJ"
"005052";"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ (FAETERJ TRÊS RIOS)";"Três Rios";"RJ"
"018749";"Faculdade de Elesbão Veloso (FAEVE)";"Elesbão Veloso";"PI"
"003225";"FACULDADE DE ENFERMAGEM (ITPAC)";"Araguaína";"TO"
"001753";"FACULDADE DE ENFERMAGEM NOVA ESPERANÇA (FACENE)";"João Pessoa";"PB"
"004431";"FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN (FACENE/RN)";"Mossoró";"RN"
"003590";"FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA (FESVIP)";"João Pessoa";"PB"
"000462";"FACULDADE DE ENGENHARIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO (FEFAAP)";"São Paulo";"SP"
"000214";"FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG (FEAMIG)";"Belo Horizonte";"MG"
"001081";"FACULDADE DE ENGENHARIA DE RESENDE (FER)";"Resende";"RJ"
"000672";"FACULDADE DE ENGENHARIA DE SOROCABA (FACENS)";"Sorocaba";"SP"
"000255";"FACULDADE DE ENGENHARIA E AGRIMENSURA DE PIRASSUNUNGA - FEAP (FEAP)";"Pirassununga";"SP"
"021654";"Faculdade de Engenharia e Agrimensura de São Paulo (FEASP)";"São Paulo";"SP"
"014951";"FACULDADE DE ENGENHARIA E INOVAÇÃO TÉCNICO PROFISSI (FEITEP)";"Maringá";"PR"
"000637";"FACULDADE DE ENGENHARIA SÃO PAULO (FESP)";"São Paulo";"SP"
"000193";"FACULDADE DE ENGENHARIA SOUZA MARQUES (FESM)";"Rio de Janeiro";"RJ"
"003786";"FACULDADE DE ENSINO DE MINAS GERAIS (FACEMG)";"Belo Horizonte";"MG"
"021215";"Faculdade de Ensino de Pesquisa do Cooperativismo (FEPCOOP)";"Cuiabá";"MT"
"001647";"FACULDADE DE ENSINO E CULTURA DO CEARÁ (FAECE)";"Fortaleza";"CE"
"004714";"Faculdade de Ensino Regional Alternativa (FERA)";"Arapiraca";"AL"
"003787";"FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA (FESAM)";"Macapá";"AP"
"002918";"FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA (FESAR)";"Redenção";"PA"
"002560";"FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA (FAESF/UNEF)";"Feira de Santana";"BA"
"001948";"FACULDADE DE ENSINO SUPERIOR DA PARAÍBA (FESP)";"João Pessoa";"PB"
"003319";"FACULDADE DE ENSINO SUPERIOR DE CATALÃO (FACULDADE CESUC)";"Catalão";"GO"
"002413";"FACULDADE DE ENSINO SUPERIOR DE FLORIANO (FAESF)";"Floriano";"PI"
"001733";"FACULDADE DE ENSINO SUPERIOR DE MARECHAL CÂNDIDO RONDON (ISEPE RONDON)";"Marechal Cândido Rondon";"PR"
"001500";"FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU (FAESI)";"São Miguel do Iguaçu";"PR"
"002582";"FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ (UCP)";"Pitanga";"PR"
"004000";"FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA (FAIP)";"Marília";"SP"
"003393";"FACULDADE DE ENSINO SUPERIOR DOM BOSCO (FACDOMBOSCO)";"Cornélio Procópio";"PR"
"004201";"FACULDADE DE ENSINO SUPERIOR DO NORDESTE (Faculdade Unifuturo)";"João Pessoa";"PB"
"001677";"FACULDADE DE ENSINO SUPERIOR DO PIAUÍ (FAESPI)";"Teresina";"PI"
"016816";"Faculdade de Ensino Superior do Sul do Pará (FESSULPA)";"Redenção";"PA"
"001307";"FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL (FAEF)";"Garça";"SP"
"020122";"Faculdade de Ensino Superior Multiprofissional (FACESP)";"Juazeiro";"BA"
"017926";"Faculdade de Ensino Superior Paschoal Dantas";"São Paulo";"SP"
"019635";"Faculdade de Ensino Superior Pelegrino Cipriani (FASPEC)";"Cuiabá";"MT"
"003940";"FACULDADE DE ENSINO SUPERIOR SANTA BARBARA (FAESB)";"Tatuí";"SP"
"001139";"FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG (FEAD - MG)";"Belo Horizonte";"MG"
"002459";"FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ (FEAPA)";"Belém";"PA"
"000874";"FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIANA (FESAV)";"Viana";"ES"
"001240";"FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO (PIO XII)";"Cariacica";"ES"
"001825";"FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS (FEAD)";"Belo Horizonte";"MG"
"018623";"FACULDADE DE ESTUDOS SUPERIORES DO MARANHÃO (FESCEMP)";"São Luís";"MA"
"003224";"FACULDADE DE FARMÁCIA E BIOQUÍMICA (ITPAC)";"Araguaína";"TO"
"000959";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS (FAFIL)";"Santa Rita";"PB"
"000624";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS CARLOS QUEIROZ (FAFIQUE)";"Santa Cruz do Rio Pardo";"SP"
"000078";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE (FAFIA)";"Alegre";"ES"
"000554";"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE BOA ESPERANÇA (FAFIBE)";"Boa Esperança";"MG"
"001076";"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS (FAFIC)";"Cajazeiras";"PB"
"000159";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU (FAFICA)";"Caruaru";"PE"
"000990";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CONGONHAS (FAFIC)";"Congonhas";"MG"
"000218";"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE DUQUE DE CAXIAS (FFCLDC)";"Duque de Caxias";"RJ"
"001875";"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA (FAIBI)";"Ibitinga";"SP"
"000468";"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE ITAPETININGA (FFCLI)";"Itapetininga";"SP"
"000438";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA (FFCL)";"Ituverava";"SP"
"000084";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ (FAFIMA)";"Macaé";"RJ"
"000068";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS (FAFIPE)";"Penápolis";"SP"
"000074";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO (FFCL)";"São José do Rio Pardo";"SP"
"000727";"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DO ALTO SÃO FRANCISCO (FASF)";"Luz";"MG"
"000474";"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO (FFCLDB)";"Resende";"RJ"
